MORPH	POS	pred_TAG
플로리다주	NNP	B-LOC
_	_	O
올랜도	NNP	B-LOC
_	_	O
암웨이	NNP	B-PER
_	_	O
아레나	NNG	O
에서	JKB	O
_	_	O
열리+ㄴ	VV+ETM	O
_	_	O
올랜도	NNP	B-ORG
_	_	I-PER
매직	NNP	I-PER
과	JKB	O
의	JKG	O
_	_	O
3	SN	B-NOH
차	NNB	I-NOH
전	XSN	O
_	_	O
개시	NNG	O
_	_	O
4	SN	B-NOH
분	NNB	I-NOH
만	NNB	O
에	JKB	O
_	_	O
우측	NNG	O
_	_	O
햄스트링	NNG	O
_	_	O
부상	NNG	O
을	JKO	O
_	_	O
당	NNG	O
하+여	XSV+EC	O
_	_	O
쓰러지	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
6	SN	B-DAT
일	NNB	I-DAT
_	_	O
일본	NNP	B-LOC
에서	JKB	O
_	_	O
데뷔	NNG	O
_	_	O
싱글	NNG	O
_	_	O
'	SS	O
I	SL	O
_	_	O
Believe	SL	I-POH
'	SS	O
를	JKO	O
_	_	O
발표	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
신승훈	NNP	B-PER
에	JKB	O
_	_	O
대	NNG	O
하+여	XSV+EC	O
_	_	O
일본	NNP	B-ORG
_	_	I-PER
음악계	NNG	I-PER
는	JX	O
_	_	O
음반	NNG	O
_	_	O
발매	NNG	O
_	_	O
전	NNG	O
부터	JX	O
_	_	O
'	SS	O
한국	NNP	B-ORG
_	_	O
발라드	NNG	O
의	JKG	O
_	_	O
황제	NNG	O
'	SS	O
의	JKG	O
_	_	O
데뷔	NNG	O
에	JKB	O
_	_	O
크+ㄴ	VA+ETM	O
_	_	O
관심	NNG	O
을	JKO	O
_	_	O
보이	VV	O
었	EP	O
다	EF	O
.	SF	O
		
일본	NNP	B-ORG
_	_	O
대표	NNG	O
팀	NNG	O
의	JKG	O
_	_	O
‘	SS	O
베이징	NNP	B-ORG
_	_	O
준비	NNG	O
’	SS	O
_	_	O
백태	NNG	O
도	JX	O
_	_	O
재미있	VA	O
다	EC	O
_	_	O
.	SF	O
		
아스널	NNP	B-ORG
_	_	O
페널티	NNG	O
_	_	O
에어리어	NNG	O
_	_	O
오른쪽	NNG	O
_	_	O
부근	NNG	O
서	JKB	O
_	_	O
볼	NNG	O
을	JKO	O
_	_	O
잡	VV	O
은	ETM	O
_	_	O
왈콧	NNG	B-PER
은	JX	O
_	_	O
질풍	NNG	O
처럼	JKB	O
_	_	O
앞	NNG	O
으로	JKB	O
_	_	O
질주	NNG	O
하	XSV	O
기	ETN	O
_	_	O
시작+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
12	SN	B-DAT
일	NNB	I-DAT
_	_	O
최경주	NNP	B-PER
의	JKG	O
_	_	O
측근	NNG	O
에	JKB	O
_	_	O
따르	VV	O
면	EC	O
_	_	O
국내	NNG	O
의	JKG	O
_	_	O
대표적	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
척추	NNG	O
전문	NNG	O
_	_	O
한방	NNG	O
병원	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
자생	NNG	O
한방	NNG	O
병원	NNG	O
의	JKG	O
_	_	O
신준식	NNP	B-PER
_	_	O
원장	NNG	O
이	JKS	O
_	_	O
최경주	NNP	B-PER
의	JKG	O
_	_	O
요청	NNG	O
으로	JKB	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
9	SN	B-DAT
일	NNB	I-DAT
_	_	O
미국	NNP	B-ORG
행	XSN	O
_	_	O
비행기	NNG	O
에	JKB	O
_	_	O
오르	VV	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
문성민	NNP	B-PER
은	JX	O
_	_	O
신체	NNG	O
검사	NNG	O
_	_	O
등	NNB	O
_	_	O
등록	NNG	O
절차	NNG	O
를	JKO	O
_	_	O
위하+여	VV+EC	O
_	_	O
독일	NNP	B-ORG
에서	JKB	O
_	_	O
1	SN	B-NOH
주일	NNB	I-NOH
_	_	O
가량	XSN	O
_	_	O
머물+ㄴ	VV+ETM	O
_	_	O
뒤	NNG	O
_	_	O
한국	NNP	B-ORG
으로	JKB	O
_	_	O
돌아오	VV	O
아	EC	O
_	_	O
태극	NNG	O
마크	NNG	O
를	JKO	O
_	_	O
달+ㄴ다	VV+EC	O
_	_	O
.	SF	O
		
이	NP	O
같	VA	O
은	ETM	O
_	_	O
`	SW	O
영화	NNG	O
_	_	O
논쟁	NNG	O
'	SS	O
은	JX	O
_	_	O
제	XPN	O
_	_	O
2	SN	B-NOH
야당	NNG	I-NOH
이+ㄴ	VCP+ETM	O
_	_	O
차	NNG	O
_	_	O
타이	NNP	O
의	JKG	O
_	_	O
부총재	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
`	SW	O
태국	NNP	B-ORG
_	_	O
마사지	NNG	O
업계	NNG	O
의	JKG	O
_	_	O
황제	NNG	O
'	SS	O
_	_	O
추	NNG	O
위	NNG	O
_	_	O
카몬위싯	NNG	O
이	JKS	O
_	_	O
뛰어들	VV	O
면서	EC	O
_	_	O
더욱	MAG	O
_	_	O
흥미진진	NNG	O
하+어	XSA+EC	O
지	VX	O
고	EC	O
_	_	O
있	VX	O
다	EF	O
.	SF	O
		
곽	NNP	B-PER
_	_	O
위원장	NNG	O
은	JX	O
_	_	O
SS	O	O
자체적	NNG	O
으로	JKB	O
_	_	O
올해	NNG	O
_	_	O
대회	NNG	O
가	JKS	O
_	_	O
성공적	NNG	O
으로	JKB	O
_	_	O
진행+되	NNG+XSV	O
었	EP	O
다는	ETM	O
_	_	O
평가	NNG	O
를	JKO	O
_	_	O
내리	VV	O
었	EP	O
다	EF	O
SS	O	O
며	EC	O
_	_	O
SS	O	O
지출	NNG	O
이	JKS	O
_	_	O
어림잡	VV	O
아	EC	O
_	_	O
150	SN	B-NOH
억	NR	I-NOH
원	NNB	O
_	_	O
넘	VV	O
게	EC	O
_	_	O
들어가+았	VV+EP	O
는데	EC	O
_	_	O
원래	NNG	O
부터	JX	O
_	_	O
재정적	NNG	O
으로	JKB	O
_	_	O
남	VV	O
는	ETM	O
_	_	O
장사	NNG	O
는	JX	O
_	_	O
아니	VCN	O
었	EP	O
다	EF	O
SS	O	O
고	JKQ	O
_	_	O
말+하	NNG+XSV	O
였	EP	O
다	EF	O
.	SF	O
		
한국	NNP	B-ORG
은	JX	O
_	_	O
일본	NNP	B-ORG
과	JKB	O
의	JKG	O
_	_	O
역대	NNG	O
전적	NNG	O
에서	JKB	O
_	_	O
60	SN	B-NOH
승	NNB	I-NOH
41	SN	I-NOH
패	NNB	I-NOH
로	JKB	O
_	_	O
앞서+어	VV+EC	O
있	VX	O
다	EC	O
_	_	O
.	SF	O
		
조동찬	NNP	B-PER
은	JX	O
_	_	O
조영훈	NNP	B-PER
과	JKB	O
_	_	O
함께	MAG	O
_	_	O
스프링캠프	NNG	O
에서	JKB	O
_	_	O
사사키	NNP	B-PER
_	_	O
교	NNG	O
스케	NNP	O
_	_	O
인스트럭터	NNG	O
가	JKS	O
_	_	O
누구	NP	O
보다	JKB	O
_	_	O
공	NNG	O
을	JKO	O
_	_	O
들이	VV	O
었	EP	O
던	ETM	O
_	_	O
선수+이	NNG+VCP	O
었	EP	O
기에	EC	O
_	_	O
팬	NNP	O
은	JX	O
_	_	O
물론	NNG	O
이	VCP	O
고	EC	O
_	_	O
코칭스태프	NNG	O
의	JKG	O
_	_	O
실망	NNG	O
도	JX	O
_	_	O
더욱	MAG	O
_	_	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
지은희	NNP	B-PER
는	JX	O
_	_	O
무명	NNG	O
_	_	O
장지혜	NNP	B-PER
(	SS	O
22	SN	B-NOH
_	_	O
ㆍ	SP	O
_	_	O
하이마트	NNP	B-ORG
)	SS	O
에게	JKB	O
_	_	O
1	SN	B-NOH
홀	NNG	I-NOH
_	_	O
차	NNG	O
로	JKB	O
_	_	O
무릎	NNG	O
을	JKO	O
_	_	O
꿇	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
작년	NNG	O
_	_	O
아시아	NNP	B-ORG
선수권	NNG	O
_	_	O
대회	NNG	O
에서	JKB	O
_	_	O
3	SN	B-NOH
위	NNB	I-NOH
에	JKB	O
_	_	O
머무르	VV	O
어	EC	O
_	_	O
우승	NNG	O
팀	NNG	O
에게	JKB	O
_	_	O
주어지	VV	O
는	ETM	O
_	_	O
자력	NNG	O
진출	NNG	O
_	_	O
기회	NNG	O
를	JKO	O
_	_	O
놓치	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
8	SN	B-DAT
월	NNB	I-DAT
4	SN	B-DAT
일	NNB	I-DAT
_	_	O
오픈	NNG	O
하	XSV	O
는	ETM	O
_	_	O
부천	NNP	B-ORG
의	JKG	O
_	_	O
롯데시네마	NNP	B-ORG
_	_	O
송내	NNP	B-PER
는	JX	O
_	_	O
개관	NNG	O
_	_	O
전날	NNG	O
_	_	O
축하	NNG	O
_	_	O
이벤트	NNG	O
로	JKB	O
_	_	O
8	SN	B-DAT
월	NNB	I-DAT
3	SN	I-DAT
일	NNB	I-DAT
에	JKB	O
_	_	O
무료	NNG	O
_	_	O
시사회	NNG	O
를	JKO	O
_	_	O
개최	NNG	O
하	XSV	O
는	ETM	O
_	_	O
등	NNB	O
_	_	O
다양하+ㄴ	VA+ETM	O
_	_	O
행사	NNG	O
를	JKO	O
_	_	O
펼치+ㄴ다	VV+EF	O
.	SF	O
		
최윤호	NNP	B-PER
는	JX	O
_	_	O
최우수선수	NNG	O
상	NNG	O
을	JKO	O
_	_	O
받	VV	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
◇	SW	O
롯데	NNP	B-ORG
의	JKG	O
_	_	O
아쉽	VA	O
ㄴ	ETM	O
_	_	O
4	SN	B-NOH
회	NNB	I-NOH
_	_	O
초	NNB	O
_	_	O
공격	NNG	O
_	_	O
롯데	NNP	B-ORG
는	JX	O
_	_	O
0	SN	B-NOH
-	SO	I-NOH
0	SN	I-NOH
으로	JKB	O
_	_	O
팽팽	NNG	O
하	XSA	O
던	ETM	O
_	_	O
4	SN	B-NOH
회	NNB	I-NOH
_	_	O
초	NNB	O
_	_	O
1	SN	B-NOH
사	NNG	I-NOH
_	_	O
뒤	NNG	O
_	_	O
박현승	NNP	B-PER
의	JKG	O
_	_	O
2	SN	B-NOH
루	NNG	I-NOH
_	_	O
내야안타	NNG	O
와	JC	O
_	_	O
이대호	NNP	B-PER
의	JKG	O
_	_	O
중전	NNG	O
_	_	O
안타	NNG	O
로	JKB	O
_	_	O
1	SN	B-NOH
_	_	O
·	SP	O
_	_	O
3	SN	B-NOH
루	NNG	I-NOH
의	JKG	O
_	_	O
득점	NNG	O
_	_	O
기회	NNG	O
를	JKO	O
_	_	O
만들	VV	O
었	EP	O
다	EC	O
_	_	O
．	SF	O
		
‘	SS	O
제	XPN	B-NOH
2	SN	B-NOH
의	JKG	O
_	_	O
펠레	NNP	O
’	SS	O
_	_	O
.	SF	O
		
▶	SW	O
_	_	O
베이징	NNP	B-ORG
_	_	O
택시	NNG	O
안	NNG	O
에서	JKB	O
_	_	O
기사	NNG	O
_	_	O
괴롭히	VV	O
면	EC	O
_	_	O
공안	NNG	O
행	XSN	O
_	_	O
!	SF	O
		
보스턴	NNP	B-ORG
은	JX	O
_	_	O
베테랑	NNG	O
_	_	O
샘	NNG	O
_	_	O
카셀	NNP	B-PER
의	JKG	O
_	_	O
활약	NNG	O
으로	JKB	O
_	_	O
분위기	NNG	O
를	JKO	O
_	_	O
반전	NNG	O
시키	XSV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
또한	MAG	O
_	_	O
지난해	NNG	O
_	_	O
8	SN	B-DAT
월	NNB	I-DAT
_	_	O
22	SN	B-DAT
일	NNB	I-DAT
부터	JX	O
_	_	O
이어지+ㄴ	VV+ETM	O
_	_	O
정규	NNG	O
시즌	NNG	O
_	_	O
SK	SL	O
전	XSN	O
_	_	O
연패	NNG	O
_	_	O
숫자	NNG	O
도	JX	O
_	_	O
'	SS	O
5	SN	B-NOH
'	SS	I-NOH
로	JKB	O
_	_	O
늘어나+았	VV+EP	O
다	EC	O
_	_	O
.	SF	O
		
한편	NNG	O
,	SP	O
_	_	O
박성화	NNP	B-PER
_	_	O
감독	NNG	O
의	JKG	O
_	_	O
이끌	VV	O
는	ETM	O
_	_	O
한국	NNP	B-ORG
_	_	O
올림픽	NNG	O
대표	NNG	O
팀	NNG	O
도	JX	O
_	_	O
아르헨티나	NNP	B-ORG
와	JKB	O
의	JKG	O
_	_	O
친선	NNG	O
_	_	O
경기	NNG	O
를	JKO	O
_	_	O
준비	NNG	O
하	XSV	O
고	EC	O
_	_	O
있	VX	O
는	ETM	O
_	_	O
것	NNB	O
으로	JKB	O
_	_	O
알려지+ㄴ	VV+ETM	O
_	_	O
바	NNB	O
_	_	O
있	VA	O
다	EC	O
_	_	O
.	SF	O
		
배영수	NNP	B-PER
의	JKG	O
_	_	O
호투	NNG	O
가	JKS	O
_	_	O
단연	MAG	O
_	_	O
돋보이	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
스팔레티	NNP	B-PER
_	_	O
감독	NNG	O
이	JKS	O
_	_	O
이끌	VV	O
는	ETM	O
_	_	O
맨유	NNP	B-ORG
는	JX	O
_	_	O
10	SN	B-DAT
일	NNB	I-DAT
(	SS	O
이하	NNG	O
_	_	O
한국	NNP	B-LOC
시간	NNG	O
)	SS	O
_	_	O
영국	NNP	B-LOC
_	_	O
맨체스터	NNP	B-LOC
_	_	O
올드	NNG	O
트레	NNG	I-ORG
포드	NNP	I-ORG
에서	JKB	O
_	_	O
열리+ㄴ	VV+ETM	O
_	_	O
2007	SN	B-NOH
-	SO	I-NOH
8	SN	I-NOH
시즌	NNG	O
_	_	O
유럽축구연맹	NNP	B-ORG
(	SS	O
UEFA	SL	O
)	SS	O
_	_	O
챔피언스	NNG	O
리그	NNG	O
_	_	O
8	SN	B-NOH
강	NNG	I-NOH
_	_	O
2	SN	B-NOH
차	NNB	I-NOH
전	XSN	O
에서	JKB	O
_	_	O
카를로스	NNP	B-PER
_	_	O
테베스	NNP	B-PER
의	JKG	O
_	_	O
결승	NNG	O
_	_	O
헤딩	NNG	O
골	NNG	O
을	JKO	O
_	_	O
허용	NNG	O
하+여	XSV+EC	O
_	_	O
0	SN	B-NOH
-	SO	I-NOH
1	SN	I-NOH
로	JKB	O
_	_	O
패+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
전체적	NNG	O
으로	JKB	O
_	_	O
많	VA	O
은	ETM	O
_	_	O
선수	NNG	O
들	XSN	O
에게	JKB	O
_	_	O
기회	NNG	O
를	JKO	O
_	_	O
주+ㄴ	VV+ETM	O
_	_	O
귀네슈	NNP	B-PER
_	_	O
감독	NNG	O
의	JKG	O
_	_	O
의중	NNG	O
을	JKO	O
_	_	O
알+ㄹ	VV+ETM	O
_	_	O
수	NNB	O
_	_	O
있	VA	O
는	ETM	O
_	_	O
경기+이	NNG+VCP	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
서재응	NNP	B-PER
은	JX	O
_	_	O
3	SN	B-NOH
회	NNB	I-NOH
_	_	O
2	SN	B-NOH
사	NNG	I-NOH
_	_	O
후	NNG	O
_	_	O
연속	NNG	O
_	_	O
2	SN	B-NOH
안타	NNG	I-NOH
로	JKB	O
_	_	O
1	SN	B-NOH
점	NNB	I-NOH
을	JKO	O
_	_	O
빼앗기+ㄴ	VV+ETM	O
_	_	O
후	NNG	O
_	_	O
1	SN	B-NOH
-	SO	I-NOH
1	SN	I-NOH
로	JKB	O
_	_	O
맞서+ㄴ	VV+ETM	O
_	_	O
4	SN	B-NOH
회	NNB	I-NOH
에	JKB	O
도	JX	O
_	_	O
2	SN	B-NOH
안타	NNG	I-NOH
와	JC	O
_	_	O
볼넷	NNG	O
_	_	O
1	SN	B-NOH
개	NNB	I-NOH
로	JKB	O
_	_	O
1	SN	B-NOH
점	NNB	I-NOH
을	JKO	O
_	_	O
내주	VV	O
며	EC	O
_	_	O
역전	NNG	O
을	JKO	O
_	_	O
허용+하	NNG+XSV	O
였	EP	O
다	EF	O
.	SF	O
		
한화	NNP	B-ORG
는	JX	O
_	_	O
대전	NNP	B-ORG
_	_	O
KIA	SL	O
전	XSN	O
에서	JKB	O
_	_	O
선발	NNG	O
_	_	O
유원상	NNP	B-PER
의	JKG	O
_	_	O
6.1	SN	B-NOH
이닝	NNG	I-NOH
_	_	O
무실점	NNG	O
_	_	O
호투	NNG	O
와	JC	O
_	_	O
김태균	NNP	B-PER
_	_	O
이범호	NNP	B-PER
의	JKG	O
_	_	O
불꽃	NNG	O
_	_	O
방망이	NNG	O
를	JKO	O
_	_	O
앞세우	VV	O
어	EC	O
_	_	O
KIA	SL	O
를	JKO	O
_	_	O
4	SN	B-NOH
-	SO	I-NOH
0	SN	I-NOH
으로	JKB	O
_	_	O
꺾	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
)	SS	O
_	_	O
21	SN	B-DAT
년	NNB	I-DAT
_	_	O
전	NNG	O
_	_	O
선배	NNG	O
들	XSN	O
		
이경수	NNP	B-PER
(	SS	B-PER
LIG	SL	B-ORG
손해보험	NNG	I-ORG
)	SS	O
가	JKS	O
_	_	O
허리	NNG	O
_	_	O
부상	NNG	O
으로	JKB	O
_	_	O
월드	NNG	O
리그	NNG	O
부터	JX	O
_	_	O
대표	NNG	O
팀	NNG	O
에서	JKB	O
_	_	O
빠지+ㄴ	VV+ETM	O
_	_	O
가운데	NNG	O
_	_	O
대표	NNG	O
팀	NNG	O
_	_	O
간판	NNG	O
공격수	NNG	O
가	JKC	O
_	_	O
되+ㄴ	VV+ETM	O
_	_	O
문성민	NNP	B-PER
의	JKG	O
_	_	O
비중	NNG	O
은	JX	O
_	_	O
크	VA	O
다	EC	O
_	_	O
.	SF	O
		
▶	SW	O
_	_	O
경험	NNG	O
과	JC	O
_	_	O
체력	NNG	O
을	JKO	O
_	_	O
파악	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
후	NNG	O
_	_	O
실전	NNG	O
에	JKB	O
_	_	O
적용	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
것	NNB	O
…	SE	O
동부	NNG	O
_	_	O
저	MM	O
득점	NNG	O
대	XSN	O
,	SP	O
_	_	O
삼성	NNP	B-ORG
_	_	O
고득점	NNG	O
대	NNG	O
_	_	O
베팅	NNG	O
_	_	O
플레이오프	NNG	O
는	JX	O
_	_	O
한	MM	O
_	_	O
해	NNB	O
_	_	O
농사	NNG	O
를	JKO	O
_	_	O
마무리	NNG	O
_	_	O
짓	VV	O
는	ETM	O
_	_	O
무대	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
만큼	NNB	O
_	_	O
선수	NNG	O
들	XSN	O
에게	JKB	O
_	_	O
부담	NNG	O
이	JKS	O
_	_	O
많	VA	O
다	EC	O
_	_	O
.	SF	O
		
대회	NNG	O
를	JKO	O
_	_	O
거듭하+ㄹ수록	VV+EC	O
_	_	O
힘	NNG	O
을	JKO	O
_	_	O
받	VV	O
는	ETM	O
_	_	O
강경남	NNP	B-PER
(	SS	O
27	SN	O
_	_	O
ㆍ	SP	O
_	_	O
삼화	NNG	O
저축은행	NNG	O
)	SS	O
도	JX	O
_	_	O
서서히	MAG	O
_	_	O
몸	NNG	O
을	JKO	O
_	_	O
풀	VV	O
기	ETN	O
_	_	O
시작+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
대한축구협회	NNP	B-ORG
가	JKS	O
_	_	O
2006	SN	B-DAT
독일	NNP	B-POH
월드컵	NNG	O
_	_	O
본선	NNG	O
_	_	O
진출	NNG	O
에	JKB	O
_	_	O
성공	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
축구	NNG	O
대표	NNG	O
팀	NNG	O
_	_	O
선수	NNG	O
들	XSN	O
의	JKG	O
_	_	O
포상금	NNG	O
_	_	O
지급	NNG	O
을	JKO	O
_	_	O
놓	VV	O
고	EC	O
_	_	O
고민	NNG	O
에	JKB	O
_	_	O
빠지	VV	O
었	EP	O
다	EF	O
.	SF	O
		
강우석	NNP	B-PER
_	_	O
감독	NNG	O
의	JKG	O
_	_	O
공개서한	NNG	O
을	JKO	O
_	_	O
통하+ㄴ	VV+ETM	O
_	_	O
사과	NNG	O
에	JKB	O
_	_	O
대	NNG	O
하+여	XSV+EC	O
_	_	O
최민식	NNP	B-PER
과	JC	O
_	_	O
송강호	NNP	B-PER
는	JX	O
_	_	O
30	SN	B-DAT
일	NNB	I-DAT
_	_	O
오전	NNG	O
_	_	O
입장	NNG	O
을	JKO	O
_	_	O
밝히+ㄹ	VV+ETM	O
_	_	O
전망	NNG	O
이	VCP	O
다	EF	O
.	SF	O
		
’	SS	O
_	_	O
클럽	NNG	O
하우스	NNG	O
에서	JKB	O
_	_	O
TV	SL	O
로	JKB	O
_	_	O
중계	NNG	O
를	JKO	O
_	_	O
지켜보	VV	O
던	ETM	O
_	_	O
미디	NNG	O
에이트	NNG	O
는	JX	O
_	_	O
우즈	NNP	B-PER
의	JKG	O
_	_	O
버디	NNG	O
_	_	O
퍼트	NNG	O
가	JKS	O
_	_	O
들어가	VV	O
자	EC	O
_	_	O
얼떨떨	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
표정	NNG	O
으로	JKB	O
_	_	O
일그러지+ㄴ	VV+ETM	O
_	_	O
속마음	NNG	O
을	JKO	O
_	_	O
감추+어야	VV+EC	O
_	_	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
오	VV	O
는	ETM	O
_	_	O
5	SN	B-NOH
월	NNB	I-NOH
_	_	O
결혼식	NNG	O
을	JKO	O
_	_	O
올리+ㄹ	VV+ETM	O
_	_	O
신부	NNG	O
와	JKB	O
_	_	O
합의	NNG	O
가	JKC	O
_	_	O
되+ㄴ	VV+ETM	O
_	_	O
사항	NNG	O
이	VCP	O
냐고	EC	O
_	_	O
묻	VV	O
는	ETM	O
_	_	O
질문	NNG	O
에	JKB	O
_	_	O
SS	O	O
아직	MAG	O
_	_	O
얘기	NNG	O
하+여	XSV+EC	O
보+ㄴ	VX+ETM	O
_	_	O
적	NNB	O
이	JKS	O
_	_	O
없	VA	O
다	EC	O
_	_	O
.	SF	O
		
래리	NNP	B-PER
_	_	O
버드	NNP	B-PER
가	JKS	O
_	_	O
떠나+ㄴ	VV+ETM	O
_	_	O
이후	NNG	O
_	_	O
보스턴	NNP	B-ORG
_	_	I-PER
셀틱스	NNP	I-PER
는	JX	O
_	_	O
팀	NNG	O
을	JKO	O
_	_	O
정상	NNG	O
으로	JKB	O
_	_	O
이끌	VV	O
어	EC	O
주+ㄹ	VX+ETM	O
_	_	O
수퍼스타	NNG	O
의	JKG	O
_	_	O
탄생	NNG	O
을	JKO	O
_	_	O
기다리+어+오	VV+EC+VX	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
3	SN	B-NOH
강	NNG	I-NOH
을	JKO	O
_	_	O
추격	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
중위	NNG	O
권	XSN	O
팀	NNG	O
으로	JKB	O
는	JX	O
_	_	O
강릉	NNP	B-ORG
시청	NNG	O
,	SP	O
_	_	O
안산	NNP	B-ORG
_	_	O
할렐루야	NNP	B-PER
,	SP	O
_	_	O
인천	NNP	B-ORG
_	_	O
코레일	NNP	B-ORG
,	SP	O
_	_	O
부산교통공사	NNP	B-ORG
_	_	O
등	NNB	O
이	JKS	O
_	_	O
꼽히+ㄴ다	VV+EC	O
_	_	O
.	SF	O
		
편애	NNG	B-PER
리	NNB	O
도	JX	O
_	_	O
제주	NNP	B-ORG
_	_	O
출신	NNG	O
으로	JKB	O
_	_	O
유리하+ㄴ	VA+ETM	O
_	_	O
조건	NNG	O
을	JKO	O
_	_	O
갖추	VV	O
었	EP	O
지만	EC	O
_	_	O
샷	NNG	O
의	JKG	O
_	_	O
일관성	NNG	O
에서+ㄴ	JKB+JX	O
_	_	O
조영란	NNP	B-PER
이	JKS	O
_	_	O
우위	NNG	O
에	JKB	O
_	_	O
있	VA	O
다	EC	O
_	_	O
.	SF	O
		
그리고	MAJ	O
_	_	O
따	NNG	O
바레즈	NNP	B-PER
_	_	O
밑	NNG	O
에서	JKB	O
_	_	O
플레이	NNG	O
_	_	O
하	VV	O
던	ETM	O
_	_	O
김기동	NNP	B-PER
을	JKO	O
_	_	O
위	NNG	O
로	JKB	O
_	_	O
올리	VV	O
기	ETN	O
도	JX	O
_	_	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
2003	SN	B-DAT
년	NNB	I-DAT
_	_	O
한	MM	O
_	_	O
시즌	NNG	O
_	_	O
최다	NNG	O
골인	NNG	O
_	_	O
28	SN	B-NOH
골	NNG	I-NOH
을	JKO	O
_	_	O
비롯	NNG	O
하+여	XSV+EC	O
_	_	O
2000	SN	B-DAT
년	NNB	I-NOH
부터	JX	O
_	_	O
지난해	NNG	O
까지	JX	O
_	_	O
5	SN	B-NOH
년	NNB	I-NOH
_	_	O
연속	NNG	O
_	_	O
두	MM	O
자	NNG	O
_	_	O
리	NNB	O
수	NNB	O
_	_	O
득점	NNG	O
을	JKO	O
_	_	O
잇	VV	O
어	EC	O
가	VX	O
고	EC	O
_	_	O
있	VX	O
는	ETM	O
_	_	O
김도훈	NNP	B-PER
은	JX	O
_	_	O
올	NNG	O
_	_	O
시즌	NNG	O
에	JKB	O
는	JX	O
_	_	O
컵	NNG	O
대회	NNG	O
에서	JKB	O
_	_	O
4	SN	B-NOH
골	NNG	I-NOH
,	SP	O
_	_	O
정규	NNG	O
리그	NNG	O
에서	JKB	O
_	_	O
3	SN	B-NOH
_	_	O
골	NNG	O
을	JKO	O
_	_	O
기록	NNG	O
_	_	O
중	NNB	O
이	VCP	O
다	EF	O
.	SF	O
		
5	SN	B-NOH
.	SF	O
알렉산더	NNP	O
_	_	O
소장	NNG	O
판	XSN	O
(	SS	O
CE	SL	O
)	SS	O
(	SS	O
액션	NNG	I-POH
드라마	NNG	I-POH
,	SP	I-POH
시네마서비스	NNP	I-POH
)	SS	O
		
박인비	NNP	B-PER
(	SS	O
20	SN	B-NOH
)	SS	O
는	JX	O
_	_	O
화려	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
아마추어	NNG	O
_	_	O
경력	NNG	O
을	JKO	O
_	_	O
바탕	NNG	O
으로	JKB	O
_	_	O
일찌감치	MAG	O
_	_	O
'	SS	O
차세대	NNG	O
_	_	O
기대주	NNG	O
'	SS	O
로	JKB	O
_	_	O
두각	NNG	O
을	JKO	O
_	_	O
나타내+었	VV+EP	O
던	ETM	O
_	_	O
선수+이	NNG+VCP	O
다	EC	O
_	_	O
.	SF	O
		
아예	MAG	O
_	_	O
원주	NNP	B-ORG
_	_	O
원정	NNG	O
길	NNG	O
에	JKB	O
도	JX	O
_	_	O
합류	NNG	O
하	XSV	O
지	EC	O
_	_	O
않	VX	O
은	ETM	O
_	_	O
채	NNB	O
_	_	O
치료	NNG	O
를	JKO	O
_	_	O
받	VV	O
아야	EC	O
하+ㄹ	VX+ETM	O
_	_	O
정도	NNG	O
로	JKB	O
_	_	O
부상	NNG	O
이	JKS	O
_	_	O
심각	NNG	O
하	XSA	O
다	EC	O
_	_	O
.	SF	O
		
독일	NNP	B-ORG
_	_	O
분데스리가	NNP	B-ORG
_	_	I-PER
프리드리히	NNP	I-PER
샤펜	NNP	I-PER
과	JC	O
_	_	O
2	SN	B-NOH
년	NNB	I-NOH
_	_	O
계약	NNG	O
을	JKO	O
_	_	O
맺	VV	O
은	ETM	O
_	_	O
문성민	NNP	B-PER
은	JX	O
_	_	O
